Year,Année,ISO,Jurisdiction,Juridiction,Cause,Origine,Area (hectares),Data Qualifier,Superficie (en hectare),Qualificatifs de données
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,0.293,a,0.293,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,510,a,510,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,0,a,0,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,181,a,181,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,22183.3,a,22183.3,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,422923.87,a,422923.87,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,22.21,a,22.21,a
2007,2007,ON,Ontario,Ontario,Human activity,Activités humaines,33191.399999862,a,33191.399999862,a
2007,2007,ON,Ontario,Ontario,Prescribed burn,Brûlage dirigé,25,a,25,a
2007,2007,ON,Ontario,Ontario,Lightning,Foudre,6747.100000918,a,6747.100000918,a
2007,2007,ON,Ontario,Ontario,Unspecified,Indéterminée,713.899999999,a,713.899999999,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,0.02,a,0.02,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,18,a,18,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,0,a,0,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,1,a,1,a
2007,2007,QC,Quebec,Québec,Human activity,Activités humaines,120758.4,a,120758.4,a
2007,2007,QC,Quebec,Québec,Lightning,Foudre,221956.9,a,221956.9,a
2007,2007,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,4767.66000000001,a,4767.66000000001,a
2007,2007,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,208304.56,a,208304.56,a
2007,2007,YT,Yukon,Yukon,Human activity,Activités humaines,13989.01,a,13989.01,a
2007,2007,YT,Yukon,Yukon,Lightning,Foudre,24368.75,a,24368.75,a
2008,2008,AB,Alberta,Alberta,Human activity,Activités humaines,10672.58,a,10672.58,a
2008,2008,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,2914.11,a,2914.11,a
2008,2008,AB,Alberta,Alberta,Lightning,Foudre,22869.1699999996,a,22869.1699999996,a
2008,2008,AB,Alberta,Alberta,Reburn,Rebrûlage,8.42,a,8.42,a
2008,2008,AB,Alberta,Alberta,Unspecified,Indéterminée,70.96,a,70.96,a
2008,2008,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,8649.37600000004,a,8649.37600000004,a
2008,2008,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirigé,1813,a,1813,a
2008,2008,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,4801.45400000002,a,4801.45400000002,a
2008,2008,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,37.1,a,37.1,a
2008,2008,MB,Manitoba,Manitoba,Human activity,Activités humaines,73198.2000000001,a,73198.2000000001,a
2008,2008,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirigé,4250,a,4250,a
2008,2008,MB,Manitoba,Manitoba,Lightning,Foudre,77474.4000000001,a,77474.4000000001,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,125.7,a,125.7,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,6.8,a,6.8,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,10,a,10,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,98.4,a,98.4,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burn,Brûlage dirigé,29,a,29,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,1.6,a,1.6,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,2638.01,a,2638.01,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,0,a,0,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,62,a,62,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,19.78,a,19.78,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,308546.47,a,308546.47,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,222.5,a,222.5,a
2008,2008,ON,Ontario,Ontario,Human activity,Activités humaines,106.600000226,a,106.600000226,a
2008,2008,ON,Ontario,Ontario,Prescribed burn,Brûlage dirigé,100,a,100,a
2008,2008,ON,Ontario,Ontario,Lightning,Foudre,1193.700000044,a,1193.700000044,a
2008,2008,ON,Ontario,Ontario,Unspecified,Indéterminée,16.701000252,a,16.701000252,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,0.5,a,0.5,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,0.5,a,0.5,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,3,a,3,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,0,a,0,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,0,a,0,a
2008,2008,QC,Quebec,Québec,Human activity,Activités humaines,148.2,a,148.2,a
2008,2008,QC,Quebec,Québec,Prescribed burn,Brûlage dirigé,115,a,115,a
2008,2008,QC,Quebec,Québec,Lightning,Foudre,1333.4,a,1333.4,a
2008,2008,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,31062.48,a,31062.48,a
2008,2008,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirigé,76,a,76,a
2008,2008,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,1099181.81,a,1099181.81,a
2008,2008,YT,Yukon,Yukon,Human activity,Activités humaines,11.83,a,11.83,a
2008,2008,YT,Yukon,Yukon,Lightning,Foudre,13056.05,a,13056.05,a
2009,2009,AB,Alberta,Alberta,Human activity,Activités humaines,22239.1800000001,a,22239.1800000001,a
2009,2009,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,5170.99,a,5170.99,a
2009,2009,AB,Alberta,Alberta,Lightning,Foudre,67111.0600000001,a,67111.0600000001,a
2009,2009,AB,Alberta,Alberta,Reburn,Rebrûlage,5.97,a,5.97,a
2009,2009,AB,Alberta,Alberta,Unspecified,Indéterminée,31.27,a,31.27,a
2009,2009,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,26716.7279999998,a,26716.7279999998,a
2009,2009,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirigé,100,a,100,a
2009,2009,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,220703.056,a,220703.056,a
2009,2009,MB,Manitoba,Manitoba,Human activity,Activités humaines,2230.2,a,2230.2,a
2009,2009,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirigé,420,a,420,a
2009,2009,MB,Manitoba,Manitoba,Lightning,Foudre,641.8,a,641.8,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,233.7,a,233.7,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,0.2,a,0.2,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,20,a,20,a
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,392.584,a,392.584,a
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burn,Brûlage dirigé,15,a,15,a
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,16263.609,a,16263.609,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,858,a,858,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brûlage dirigé,33.3,a,33.3,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,25,a,25,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,22.6,a,22.6,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,10314.35,a,10314.35,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,0.1,a,0.1,a
2009,2009,ON,Ontario,Ontario,Human activity,Activités humaines,375.400000202001,a,375.400000202001,a
2009,2009,ON,Ontario,Ontario,Prescribed burn,Brûlage dirigé,1,a,1,a
2009,2009,ON,Ontario,Ontario,Lightning,Foudre,20308.100000402,a,20308.100000402,a
2009,2009,ON,Ontario,Ontario,Unspecified,Indéterminée,9.282000019,a,9.282000019,a
2009,2009,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,3,a,3,a
2009,2009,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,0,a,0,a
2009,2009,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,0,a,0,a
2009,2009,QC,Quebec,Québec,Human activity,Activités humaines,2246.3,a,2246.3,a
2009,2009,QC,Quebec,Québec,Prescribed burn,Brûlage dirigé,28.8,a,28.8,a
2009,2009,QC,Quebec,Québec,Lightning,Foudre,91725.4,a,91725.4,a
2009,2009,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,4921.63000000001,a,4921.63000000001,a
2009,2009,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirigé,1231,a,1231,a
2009,2009,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,37655.34,a,37655.34,a
2009,2009,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,0.55,a,0.55,a
2009,2009,YT,Yukon,Yukon,Human activity,Activités humaines,3.23,a,3.23,a
2009,2009,YT,Yukon,Yukon,Lightning,Foudre,230509.12,a,230509.12,a
2010,2010,AB,Alberta,Alberta,Human activity,Activités humaines,2271.29000000008,a,2271.29000000008,a
2010,2010,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,11,a,11,a
2010,2010,AB,Alberta,Alberta,Lightning,Foudre,84448.4400000002,a,84448.4400000002,a
2010,2010,AB,Alberta,Alberta,Reburn,Rebrûlage,138.82,a,138.82,a
2010,2010,AB,Alberta,Alberta,Unspecified,Indéterminée,83.14,a,83.14,a
2010,2010,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,10436.573,a,10436.573,a
2010,2010,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirigé,12,a,12,a
2010,2010,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,326732.176000005,a,326732.176000005,a
2010,2010,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,0.1,a,0.1,a
2010,2010,MB,Manitoba,Manitoba,Human activity,Activités humaines,22396.6,a,22396.6,a
2010,2010,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirigé,1765,a,1765,a
2010,2010,MB,Manitoba,Manitoba,Lightning,Foudre,165098.7,a,165098.7,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,130.5,a,130.5,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,10.8,a,10.8,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,15,a,15,a
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,38.6,a,38.6,a
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,956.649,a,956.649,a
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,0.3,a,0.3,a
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brûlage dirigé,2.3,a,2.3,a
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,435.74,a,435.74,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,152.56,a,152.56,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,350649.38,a,350649.38,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,125.05,a,125.05,a
2010,2010,ON,Ontario,Ontario,Human activity,Activités humaines,2609.3999999,a,2609.3999999,a
2010,2010,ON,Ontario,Ontario,Prescribed burn,Brûlage dirigé,7,a,7,a
2010,2010,ON,Ontario,Ontario,Lightning,Foudre,10108.899999385,a,10108.899999385,a
2010,2010,ON,Ontario,Ontario,Unspecified,Indéterminée,2110.899999535,a,2110.899999535,a
2010,2010,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,5,a,5,a
2010,2010,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,0,a,0,a
2010,2010,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,0,a,0,a
2010,2010,QC,Quebec,Québec,Human activity,Activités humaines,36000.0999999999,a,36000.0999999999,a
2010,2010,QC,Quebec,Québec,Prescribed burn,Brûlage dirigé,30,a,30,a
2010,2010,QC,Quebec,Québec,Lightning,Foudre,278883.9,a,278883.9,a
2010,2010,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,208262.31,a,208262.31,a
2010,2010,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirigé,284.7,a,284.7,a
2010,2010,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,1526789.1104,a,1526789.1104,a
2010,2010,YT,Yukon,Yukon,Human activity,Activités humaines,5261.58000000001,a,5261.58000000001,a
2010,2010,YT,Yukon,Yukon,Lightning,Foudre,141701.69,a,141701.69,a
2011,2011,AB,Alberta,Alberta,Human activity,Activités humaines,142949.629999998,a,142949.629999998,a
2011,2011,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,1423.2,a,1423.2,a
2011,2011,AB,Alberta,Alberta,Lightning,Foudre,97628.1499999998,a,97628.1499999998,a
2011,2011,AB,Alberta,Alberta,Reburn,Rebrûlage,0.16,a,0.16,a
2011,2011,AB,Alberta,Alberta,Unspecified,Indéterminée,650231.14,a,650231.14,a
2011,2011,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,1183.301,a,1183.301,a
2011,2011,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirigé,585,a,585,a
2011,2011,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,11379.726,a,11379.726,a
2011,2011,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,5,a,5,a
2011,2011,MB,Manitoba,Manitoba,Human activity,Activités humaines,26229.3,a,26229.3,a
2011,2011,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirigé,1967,a,1967,a
2011,2011,MB,Manitoba,Manitoba,Lightning,Foudre,100615.2,a,100615.2,a
2011,2011,MB,Manitoba,Manitoba,Unspecified,Indéterminée,0.25,a,0.25,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,33.4,a,33.4,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,2.2,a,2.2,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,1.9,a,1.9,a
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,38.5,a,38.5,a
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,387.21487,a,387.21487,a
2011,2011,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,150.27,a,150.27,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,151.17,a,151.17,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,329462.2675,a,329462.2675,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,71.3871,a,71.3871,a
2011,2011,ON,Ontario,Ontario,Human activity,Activités humaines,1851.500000761,a,1851.500000761,a
2011,2011,ON,Ontario,Ontario,Prescribed burn,Brûlage dirigé,600.4,a,600.4,a
2011,2011,ON,Ontario,Ontario,Lightning,Foudre,632086.600002971,a,632086.600002971,a
2011,2011,ON,Ontario,Ontario,Unspecified,Indéterminée,1437.600000051,a,1437.600000051,a
2011,2011,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,5,a,5,a
2011,2011,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,0,a,0,a
2011,2011,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,1,a,1,a
2011,2011,QC,Quebec,Québec,Human activity,Activités humaines,2272.701,a,2272.701,a
2011,2011,QC,Quebec,Québec,Prescribed burn,Brûlage dirigé,1.2,a,1.2,a
2011,2011,QC,Quebec,Québec,Lightning,Foudre,10124.8,a,10124.8,a
2011,2011,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,55505.6999999999,a,55505.6999999999,a
2011,2011,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirigé,240,a,240,a
2011,2011,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,288341.69,a,288341.69,a
2011,2011,YT,Yukon,Yukon,Human activity,Activités humaines,119.88,a,119.88,a
2011,2011,YT,Yukon,Yukon,Lightning,Foudre,40344.45,a,40344.45,a
2012,2012,AB,Alberta,Alberta,Human activity,Activités humaines,7553.32100000012,a,7553.32100000012,a
2012,2012,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,2,a,2,a
2012,2012,AB,Alberta,Alberta,Lightning,Foudre,644114.830000001,a,644114.830000001,a
2012,2012,AB,Alberta,Alberta,Unspecified,Indéterminée,414.3,a,414.3,a
2012,2012,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,5606.90700000001,a,5606.90700000001,a
2012,2012,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,97611.8640000027,a,97611.8640000027,a
2012,2012,MB,Manitoba,Manitoba,Human activity,Activités humaines,21027,a,21027,a
2012,2012,MB,Manitoba,Manitoba,Lightning,Foudre,195861.4,a,195861.4,a
2012,2012,MB,Manitoba,Manitoba,Unspecified,Indéterminée,620,a,620,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,287.9,a,287.9,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,0.8,a,0.8,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,72.4,a,72.4,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,1671.9,a,1671.9,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,109.1,a,109.1,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,27501.68559,a,27501.68559,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,2.5,a,2.5,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,361.81,a,361.81,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,597.3,a,597.3,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,301322.84,a,301322.84,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,2615.22,a,2615.22,a
2012,2012,ON,Ontario,Ontario,Human activity,Activités humaines,43439.050099492,a,43439.050099492,a
2012,2012,ON,Ontario,Ontario,Prescribed burn,Brûlage dirigé,1444.2,a,1444.2,a
2012,2012,ON,Ontario,Ontario,Lightning,Foudre,107923.300002834,a,107923.300002834,a
2012,2012,ON,Ontario,Ontario,Unspecified,Indéterminée,236.199999841,a,236.199999841,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,11,a,11,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,0,a,0,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,1,a,1,a
2012,2012,QC,Quebec,Québec,Human activity,Activités humaines,24781.7009999999,a,24781.7009999999,a
2012,2012,QC,Quebec,Québec,Prescribed burn,Brûlage dirigé,1.1,a,1.1,a
2012,2012,QC,Quebec,Québec,Lightning,Foudre,39261.3999999999,a,39261.3999999999,a
2012,2012,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,6861.42,a,6861.42,a
2012,2012,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirigé,1180,a,1180,a
2012,2012,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,220913.8,a,220913.8,a
2012,2012,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,1.1,a,1.1,a
2012,2012,YT,Yukon,Yukon,Human activity,Activités humaines,6.97,a,6.97,a
2012,2012,YT,Yukon,Yukon,Lightning,Foudre,58273.73,a,58273.73,a
2013,2013,AB,Alberta,Alberta,Human activity,Activités humaines,2101.11000000006,a,2101.11000000006,a
2013,2013,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,166.8,a,166.8,a
2013,2013,AB,Alberta,Alberta,Lightning,Foudre,48634.4399999998,a,48634.4399999998,a
2013,2013,AB,Alberta,Alberta,Unspecified,Indéterminée,4830.4,a,4830.4,a
2013,2013,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,4954.33720000001,a,4954.33720000001,a
2013,2013,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,13882.0030000001,a,13882.0030000001,a
2013,2013,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,0,a,0,a
2013,2013,MB,Manitoba,Manitoba,Human activity,Activités humaines,895.6,a,895.6,a
2013,2013,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirigé,42,a,42,a
2013,2013,MB,Manitoba,Manitoba,Lightning,Foudre,1114519.2,a,1114519.2,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,845.500000000002,a,845.500000000002,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,0.2,a,0.2,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,34.4,a,34.4,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,27668.735,a,27668.735,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,2474.861,a,2474.861,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,295.217,a,295.217,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brûlage dirigé,6.06,a,6.06,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,0.1,a,0.1,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,6.03,a,6.03,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,1188.4,a,1188.4,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,553870.82,a,553870.82,a
2013,2013,ON,Ontario,Ontario,Human activity,Activités humaines,823.700001084002,a,823.700001084002,a
2013,2013,ON,Ontario,Ontario,Prescribed burn,Brûlage dirigé,0.5,a,0.5,a
2013,2013,ON,Ontario,Ontario,Lightning,Foudre,50216.399999446,a,50216.399999446,a
2013,2013,ON,Ontario,Ontario,Unspecified,Indéterminée,49.899998517,a,49.899998517,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,0,a,0,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,76,a,76,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,0,a,0,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,5,a,5,a
2013,2013,QC,Quebec,Québec,Human activity,Activités humaines,17130.8299999999,a,17130.8299999999,a
2013,2013,QC,Quebec,Québec,Lightning,Foudre,1855711.5,a,1855711.5,a
2013,2013,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,12218.22,a,12218.22,a
2013,2013,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirigé,905.8,a,905.8,a
2013,2013,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,356634.5,a,356634.5,a
2013,2013,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,0.01,a,0.01,a
2013,2013,YT,Yukon,Yukon,Human activity,Activités humaines,6.45,a,6.45,a
2013,2013,YT,Yukon,Yukon,Lightning,Foudre,198307.34,a,198307.34,a
2014,2014,AB,Alberta,Alberta,Human activity,Activités humaines,1203.84099999999,a,1203.84099999999,a
2014,2014,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,201,a,201,a
2014,2014,AB,Alberta,Alberta,Lightning,Foudre,286625.28,a,286625.28,a
2014,2014,AB,Alberta,Alberta,Unspecified,Indéterminée,19.12,a,19.12,a
2014,2014,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,8085.20510000002,a,8085.20510000002,a
2014,2014,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirigé,1,a,1,a
2014,2014,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,360841.332000005,a,360841.332000005,a
2014,2014,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,0.45,a,0.45,a
2014,2014,MB,Manitoba,Manitoba,Human activity,Activités humaines,1171.5,a,1171.5,a
2014,2014,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirigé,100,a,100,a
2014,2014,MB,Manitoba,Manitoba,Lightning,Foudre,37936.4,a,37936.4,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,101.3,a,101.3,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,0.5,a,0.5,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,11.3,a,11.3,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burn,Brûlage dirigé,4.36,a,4.36,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,8832,a,8832,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,536.6107,a,536.6107,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,27.86,a,27.86,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,10616.38,a,10616.38,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,3410696.14,a,3410696.14,a
2014,2014,ON,Ontario,Ontario,Human activity,Activités humaines,241.900000877,a,241.900000877,a
2014,2014,ON,Ontario,Ontario,Prescribed burn,Brûlage dirigé,985,a,985,a
2014,2014,ON,Ontario,Ontario,Lightning,Foudre,5143.699999654,a,5143.699999654,a
2014,2014,ON,Ontario,Ontario,Unspecified,Indéterminée,0.900000011,a,0.900000011,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,3,a,3,a
